Company Name,Location,Description,Batch,Context,YC URL,Contact Source
Ndea,Remote,Building AGI that can innovate.,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/ndea-com,https://www.ycombinator.com/companies/ndea-com - Check company website for contact info
Crosslayer Labs,,"Protect, monitor and defend your Internet presence",Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/crosslayer-labs,https://www.ycombinator.com/companies/crosslayer-labs - Check company website for contact info
Voltair,,Autonomous Drones for Earth Observation,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/voltair,https://www.ycombinator.com/companies/voltair - Check company website for contact info
Vector Legal,,"Full service ai law firm & software solution, for startups",Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/vector-legal,https://www.ycombinator.com/companies/vector-legal - Check company website for contact info
General Astronautics,,Robotics for Space R&D,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/generalastro,https://www.ycombinator.com/companies/generalastro - Check company website for contact info
Oxus,,AI-powered automation for internal audit workflows,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/oxus,https://www.ycombinator.com/companies/oxus - Check company website for contact info
Captain,,Give AI agents accurate knowledge search that scales,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/captain,https://www.ycombinator.com/companies/captain - Check company website for contact info
Agentic Fabriq,,,Winter 2026,YC Winter 2026 startup - Startup that needs fast indexing for their website pages,https://www.ycombinator.com/companies/agentic-fabriq,https://www.ycombinator.com/companies/agentic-fabriq - Check company website for contact info
Travo,,The data infrastructure for real estate,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/travo,https://www.ycombinator.com/companies/travo - Check company website for contact info
Velum Labs,"San Francisco, CA, USA",The OS for data quality across any stack,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/velum-labs,https://www.ycombinator.com/companies/velum-labs - Check company website for contact info
Alt-X,,Automation for institutional-grade financial modeling in Excel,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/alt-x,https://www.ycombinator.com/companies/alt-x - Check company website for contact info
Button Computer,,Button is the wearable AI that can talk.,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/button-computer,https://www.ycombinator.com/companies/button-computer - Check company website for contact info
Pollen,,AI agents that automate customer success,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/pollen,https://www.ycombinator.com/companies/pollen - Check company website for contact info
Autumn AI,,Stalk your prospects at scale.,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/autumn-ai,https://www.ycombinator.com/companies/autumn-ai - Check company website for contact info
Overdrive Health,,AI-Native Medical Billing Services,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/overdrive-health,https://www.ycombinator.com/companies/overdrive-health - Check company website for contact info
Return Signals,,Proactive AI customer support that engages high-value users,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/return-signals,https://www.ycombinator.com/companies/return-signals - Check company website for contact info
Galactic Resource Utilization Space Inc Gru Space,,Moon Hotel -> The Intergalactic Construction Company of Earth,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/galactic-resource-utilization-space-inc-gru-space,https://www.ycombinator.com/companies/galactic-resource-utilization-space-inc-gru-space - Check company website for contact info
Bidflow,"New York, NY, USA",AI Electrical Estimator,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/bidflow,https://www.ycombinator.com/companies/bidflow - Check company website for contact info
Menza,,The AI data analyst for consumer brands,Winter 2026,YC Winter 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/menza,https://www.ycombinator.com/companies/menza - Check company website for contact info
Q2Q,"San Francisco, CA, USA",We help private equity teams find acquisition targets faster,Winter 2026,YC Winter 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/q2q,https://www.ycombinator.com/companies/q2q - Check company website for contact info
Maquoketa Research,"Elk Grove Village, IL, USA",Intelligent one-way attack drones,Spring 2026,YC Spring 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/maquoketa-research,https://www.ycombinator.com/companies/maquoketa-research - Check company website for contact info
Playabl.ai,"San Francisco, CA, USA",Prompt-to-play AI game builder for everyone,Spring 2026,YC Spring 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/playablai,https://www.ycombinator.com/companies/playablai - Check company website for contact info
Gigacatalyst,"San Francisco, CA, USA",Turn every customer workflow into a native part of your SaaS with AI,Spring 2026,YC Spring 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/gigacatalyst,https://www.ycombinator.com/companies/gigacatalyst - Check company website for contact info
Manicule,"San Francisco, CA, USA",AI Native Technical Documentation Studio,Spring 2026,YC Spring 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/manicule,https://www.ycombinator.com/companies/manicule - Check company website for contact info
Mochatrade,"New York, NY, USA",US stock perps for global traders,Spring 2026,YC Spring 2026 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/mochatrade,https://www.ycombinator.com/companies/mochatrade - Check company website for contact info
Asendia AI,"San Francisco, CA, USA",Agentic recruitment platform,Spring 2026,YC Spring 2026 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/asendia-ai,https://www.ycombinator.com/companies/asendia-ai - Check company website for contact info
